58,1/23/2017,7:19,17:42,,,,,,
63,1/23/2017,7:48,16:59,,,,,,
65,1/23/2017,6:53,17:05,,,,,,
66,1/23/2017,6:51,17:09,,,,,,
70,1/23/2017,6:53,17:05,,,,,,
74,1/23/2017,6:51,17:04,,,,,,
58,1/11/2017,9:11,12:07,16:03,21:02,,,,
63,1/11/2017,9:02,12:07,16:03,21:02,,,,
65,1/11/2017,10:02,12:28,16:52,22:05,,,,
66,1/11/2017,9:21,13:29,16:52,21:56,,,,
70,1/11/2017,7:57,16:58,,,,,,
