615,1/5/2017,7:23,14:30,,,,,,
615,1/7/2017,7:21,17:32,,,,,,
619,1/5/2017,6:59,13:51,,,,,,
619,1/7/2017,6:51,10:01,,,,,,
622,1/5/2017,7:22,14:42,,,,,,
622,1/7/2017,7:20,17:42,,,,,,
637,1/5/2017,9:32,14:45,,,,,,
637,1/7/2017,9:09,18:00,,,,,,
658,1/5/2017,7:26,14:33,,,,,,
658,1/7/2017,7:21,17:43,,,,,,
660,1/5/2017,6:57,10:36,12:04,14:04,,,,
660,1/7/2017,6:48,17:02,,,,,,
661,1/5/2017,6:48,9:50,13:26,13:52,,,,
661,1/7/2017,6:46,17:02,,,,,,
667,1/5/2017,7:23,14:34,,,,,,
667,1/7/2017,7:17,17:35,,,,,,
679,1/5/2017,6:58,16:03,,,,,,
679,1/7/2017,6:50,19:00,,,,,,
682,1/5/2017,7:50,14:02,,,,,,
682,1/7/2017,7:49,17:00,,,,,,
688,1/5/2017,6:58,14:07,,,,,,
688,1/7/2017,6:48,17:06,,,,,,
690,1/5/2017,7:22,14:41,,,,,,
690,1/7/2017,7:20,17:42,,,,,,
691,1/5/2017,8:34,14:39,,,,,,
691,1/7/2017,8:20,17:36,,,,,,
695,1/5/2017,7:23,14:41,,,,,,
695,1/7/2017,7:21,17:41,,,,,,
697,1/5/2017,8:13,14:02,,,,,,
697,1/7/2017,7:52,17:01,,,,,,
706,1/5/2017,6:59,14:05,,,,,,
706,1/7/2017,6:51,17:04,,,,,,
710,1/5/2017,7:22,14:38,,,,,,
710,1/7/2017,7:20,17:38,,,,,,
711,1/5/2017,7:25,14:37,,,,,,
711,1/7/2017,7:17,17:36,,,,,,
712,1/5/2017,7:25,14:39,,,,,,
712,1/7/2017,7:18,17:38,,,,,,
726,1/5/2017,7:25,14:41,,,,,,
726,1/7/2017,7:21,17:41,,,,,,
731,1/5/2017,7:23,14:31,,,,,,
731,1/7/2017,7:18,17:43,,,,,,
737,1/5/2017,6:58,14:10,,,,,,
737,1/7/2017,6:51,17:07,,,,,,
743,1/5/2017,7:23,14:37,,,,,,
743,1/7/2017,7:18,17:37,,,,,,
752,1/5/2017,7:24,14:33,,,,,,
752,1/7/2017,7:17,17:32,,,,,,
756,1/5/2017,7:26,14:37,,,,,,
756,1/7/2017,7:18,17:37,,,,,,
757,1/5/2017,7:25,14:35,,,,,,
757,1/7/2017,7:17,17:34,,,,,,
760,1/5/2017,7:25,14:40,,,,,,
760,1/7/2017,7:18,17:41,,,,,,
761,1/5/2017,7:26,14:39,,,,,,
761,1/7/2017,7:21,17:41,,,,,,
764,1/5/2017,6:57,14:34,,,,,,
764,1/7/2017,6:49,17:31,,,,,,
776,1/5/2017,6:57,14:08,,,,,,
776,1/7/2017,6:48,17:04,,,,,,
777,1/5/2017,10:02,12:35,,,,,,
777,1/7/2017,9:59,12:30,17:00,22:00,,,,
790,1/5/2017,8:09,14:00,,,,,,
790,1/7/2017,8:05,17:00,,,,,,
797,1/5/2017,10:01,12:31,,,,,,
797,1/7/2017,9:42,12:25,16:30,22:03,,,,
801,1/5/2017,8:03,14:00,,,,,,
801,1/7/2017,7:59,16:00,,,,,,
804,1/5/2017,8:11,14:01,,,,,,
804,1/7/2017,8:06,16:02,,,,,,
809,1/5/2017,14:01,,,,,,,
810,1/5/2017,8:57,14:00,,,,,,
810,1/7/2017,8:23,16:00,,,,,,
826,1/5/2017,7:23,14:41,,,,,,
826,1/6/2017,14:04,16:47,,,,,,
826,1/7/2017,7:20,17:41,,,,,,
828,1/5/2017,6:57,14:14,,,,,,
828,1/7/2017,6:50,17:12,,,,,,
830,1/5/2017,7:26,14:40,,,,,,
830,1/7/2017,7:31,17:40,,,,,,
833,1/5/2017,7:26,14:31,,,,,,
833,1/7/2017,7:35,17:45,,,,,,
834,1/5/2017,7:21,14:34,,,,,,
834,1/7/2017,7:19,17:32,,,,,,
838,1/5/2017,6:58,14:09,,,,,,
838,1/7/2017,6:49,17:08,,,,,,
841,1/5/2017,7:21,14:37,,,,,,
841,1/7/2017,7:19,17:37,,,,,,
846,1/5/2017,7:35,14:00,,,,,,
848,1/5/2017,6:48,14:10,,,,,,
848,1/7/2017,6:49,17:08,,,,,,
851,1/5/2017,7:25,14:39,,,,,,
851,1/7/2017,7:17,17:38,,,,,,
853,1/5/2017,7:26,14:37,,,,,,
853,1/7/2017,7:57,17:37,,,,,,
857,1/5/2017,7:26,14:38,,,,,,
857,1/7/2017,7:21,17:38,,,,,,
861,1/5/2017,6:48,14:13,,,,,,
861,1/7/2017,6:45,17:12,,,,,,
883,1/5/2017,7:57,14:02,,,,,,
883,1/7/2017,7:53,16:01,,,,,,
887,1/5/2017,7:25,14:32,,,,,,
887,1/7/2017,7:56,17:31,,,,,,
889,1/5/2017,7:26,14:38,,,,,,
889,1/7/2017,7:32,17:37,,,,,,
890,1/5/2017,7:25,14:32,,,,,,
890,1/7/2017,7:27,17:44,,,,,,
891,1/5/2017,6:58,14:05,,,,,,
891,1/7/2017,6:50,17:05,,,,,,
893,1/5/2017,6:58,14:09,,,,,,
893,1/7/2017,6:51,17:07,,,,,,
894,1/5/2017,7:23,14:31,,,,,,
894,1/7/2017,7:18,17:43,,,,,,
899,1/5/2017,7:23,14:32,,,,,,
899,1/7/2017,7:18,17:42,,,,,,
901,1/5/2017,6:58,14:10,,,,,,
901,1/7/2017,6:49,17:08,,,,,,
906,1/5/2017,7:23,14:32,,,,,,
906,1/7/2017,7:18,17:42,,,,,,
909,1/5/2017,7:23,14:30,,,,,,
909,1/7/2017,7:18,17:43,,,,,,
911,1/5/2017,7:51,14:02,,,,,,
911,1/7/2017,7:49,15:30,,,,,,
912,1/5/2017,7:06,14:01,,,,,,
912,1/7/2017,9:11,16:01,,,,,,
923,1/5/2017,8:04,14:00,,,,,,
960,1/5/2017,8:01,14:05,,,,,,
960,1/7/2017,8:51,17:01,,,,,,
964,1/5/2017,7:25,14:36,,,,,,
964,1/7/2017,7:18,17:36,,,,,,
977,1/7/2017,8:05,16:02,,,,,,
978,1/5/2017,8:25,14:01,,,,,,
978,1/7/2017,8:04,16:03,,,,,,
981,1/5/2017,7:28,14:00,,,,,,
981,1/7/2017,7:30,16:00,,,,,,
983,1/7/2017,8:06,16:03,,,,,,
994,1/5/2017,7:26,14:39,,,,,,
994,1/7/2017,7:18,17:41,,,,,,
995,1/5/2017,7:00,14:07,,,,,,
995,1/7/2017,6:51,17:06,,,,,,
1010,1/5/2017,8:04,14:01,,,,,,
1010,1/7/2017,8:08,16:01,,,,,,
1011,1/5/2017,8:25,14:00,,,,,,
1011,1/7/2017,8:04,16:02,,,,,,
1012,1/5/2017,8:25,12:02,,,,,,
1012,1/7/2017,8:04,16:00,,,,,,
1013,1/7/2017,7:41,14:45,,,,,,
1029,1/5/2017,7:22,14:33,,,,,,
1029,1/7/2017,7:18,17:34,,,,,,
1031,1/5/2017,8:07,14:01,,,,,,
1031,1/7/2017,7:49,17:00,,,,,,
1040,1/5/2017,6:58,14:00,,,,,,
1040,1/7/2017,6:57,16:00,,,,,,
1054,1/5/2017,7:21,14:34,,,,,,
1054,1/7/2017,7:19,17:34,,,,,,
1055,1/5/2017,6:57,13:55,,,,,,
1055,1/7/2017,6:57,16:00,,,,,,
1058,1/5/2017,8:25,14:00,,,,,,
1058,1/7/2017,8:04,16:00,,,,,,
1059,1/5/2017,8:25,14:01,,,,,,
1059,1/7/2017,8:05,16:01,,,,,,
1063,1/5/2017,8:13,14:02,,,,,,
1063,1/7/2017,8:50,16:02,,,,,,
1065,1/5/2017,8:25,14:00,,,,,,
1065,1/7/2017,8:04,16:00,,,,,,
1072,1/5/2017,8:25,14:02,,,,,,
1072,1/7/2017,9:48,16:01,,,,,,
1074,1/7/2017,8:36,11:49,,,,,,
1075,1/7/2017,8:37,11:48,,,,,,
1088,1/5/2017,8:25,14:01,,,,,,
1088,1/7/2017,8:05,16:02,,,,,,
1090,1/5/2017,8:25,14:01,,,,,,
1090,1/7/2017,8:04,16:01,,,,,,
1091,1/5/2017,7:50,14:02,,,,,,
1091,1/7/2017,7:50,17:01,,,,,,
1092,1/5/2017,7:01,19:01,,,,,,
1092,1/6/2017,7:00,19:00,,,,,,
1092,1/7/2017,7:00,19:00,,,,,,
1094,1/5/2017,6:57,19:01,,,,,,
1094,1/6/2017,7:01,18:58,,,,,,
1094,1/7/2017,6:48,19:00,,,,,,
1096,1/5/2017,7:21,14:35,,,,,,
1096,1/7/2017,7:19,17:35,,,,,,
1097,1/5/2017,7:56,14:40,,,,,,
1097,1/7/2017,7:19,17:40,,,,,,
1099,1/5/2017,9:52,12:36,,,,,,
1099,1/7/2017,9:53,12:29,16:52,22:00,,,,
1106,1/5/2017,9:29,12:23,,,,,,
1106,1/7/2017,9:30,12:23,16:32,22:00,,,,
1109,1/5/2017,8:20,13:39,,,,,,
1124,1/5/2017,7:24,14:37,,,,,,
1124,1/7/2017,7:17,17:38,,,,,,
1125,1/5/2017,7:25,14:36,,,,,,
1125,1/7/2017,7:17,17:36,,,,,,
1126,1/5/2017,6:59,14:03,,,,,,
1126,1/7/2017,7:17,17:02,,,,,,
1128,1/5/2017,9:18,13:56,,,,,,
1128,1/7/2017,8:02,16:59,,,,,,
1134,1/5/2017,7:00,14:09,,,,,,
1134,1/7/2017,7:21,17:07,,,,,,
1135,1/5/2017,7:25,14:33,,,,,,
1135,1/7/2017,7:21,17:31,,,,,,
1137,1/5/2017,7:21,14:40,,,,,,
1137,1/7/2017,7:19,17:40,,,,,,
1140,1/5/2017,7:21,14:29,,,,,,
1140,1/7/2017,7:19,17:30,,,,,,
1141,1/5/2017,8:07,14:01,,,,,,
1141,1/7/2017,7:50,17:00,,,,,,
1142,1/5/2017,6:58,14:05,,,,,,
1142,1/7/2017,6:50,17:04,,,,,,
1143,1/5/2017,8:07,14:01,,,,,,
1143,1/7/2017,7:49,17:00,,,,,,
1144,1/5/2017,7:50,14:01,,,,,,
1144,1/7/2017,7:49,17:00,,,,,,
1145,1/5/2017,7:50,14:02,,,,,,
1145,1/7/2017,7:49,17:01,,,,,,
1146,1/5/2017,6:48,14:11,,,,,,
1146,1/7/2017,6:45,17:10,,,,,,
1147,1/5/2017,6:57,14:13,,,,,,
1147,1/7/2017,6:48,17:10,,,,,,
1152,1/5/2017,7:24,14:31,,,,,,
1152,1/7/2017,7:49,17:40,,,,,,
1153,1/5/2017,7:24,14:38,,,,,,
1153,1/7/2017,7:19,17:38,,,,,,
1154,1/5/2017,7:25,14:38,,,,,,
1154,1/7/2017,7:20,17:39,,,,,,
1156,1/5/2017,6:56,14:13,,,,,,
1156,1/7/2017,6:50,17:10,,,,,,
1157,1/5/2017,6:59,14:12,,,,,,
1157,1/7/2017,7:19,17:10,,,,,,
1161,1/5/2017,7:24,14:10,,,,,,
1162,1/5/2017,7:23,14:38,,,,,,
1162,1/7/2017,7:17,17:37,,,,,,
1163,1/5/2017,7:23,14:37,,,,,,
1163,1/7/2017,7:18,17:38,,,,,,
1165,1/5/2017,9:07,12:03,,,,,,
1165,1/7/2017,9:03,12:04,,,,,,
1170,1/5/2017,7:50,14:01,,,,,,
1170,1/7/2017,7:49,10:59,,,,,,
1177,1/5/2017,9:25,14:00,,,,,,
1177,1/7/2017,8:54,13:51,17:42,21:47,,,,
1178,1/5/2017,8:02,14:02,,,,,,
1178,1/7/2017,8:09,16:00,,,,,,
1179,1/5/2017,7:35,14:00,,,,,,
1179,1/7/2017,7:17,16:00,,,,,,
1181,1/7/2017,8:59,11:17,16:05,16:51,,,,
1182,1/5/2017,6:59,14:12,,,,,,
1182,1/7/2017,6:51,17:12,,,,,,
1183,1/5/2017,7:24,14:41,,,,,,
1183,1/7/2017,7:17,17:42,,,,,,
1184,1/5/2017,6:49,14:06,,,,,,
1184,1/7/2017,6:45,17:03,,,,,,
1185,1/5/2017,6:59,14:13,,,,,,
1185,1/7/2017,6:50,17:12,,,,,,
1186,1/5/2017,7:22,14:12,,,,,,
1186,1/7/2017,6:50,17:12,,,,,,
1190,1/5/2017,6:58,14:13,,,,,,
1190,1/7/2017,6:49,17:10,,,,,,
1191,1/5/2017,9:16,14:22,,,,,,
1191,1/7/2017,8:40,16:58,,,,,,
1199,1/5/2017,6:58,14:12,,,,,,
1199,1/7/2017,6:48,17:10,,,,,,
1201,1/5/2017,6:59,14:13,,,,,,
1201,1/7/2017,6:50,17:13,,,,,,
1203,1/5/2017,7:21,14:37,,,,,,
1203,1/7/2017,7:19,17:37,,,,,,
1204,1/5/2017,7:22,14:33,,,,,,
1204,1/7/2017,7:20,17:33,,,,,,
1205,1/5/2017,6:58,14:09,,,,,,
1205,1/7/2017,6:50,17:08,,,,,,
1206,1/5/2017,7:22,14:33,,,,,,
1206,1/7/2017,7:20,17:33,,,,,,
1207,1/5/2017,6:58,14:10,,,,,,
1207,1/7/2017,6:49,17:08,,,,,,
1208,1/5/2017,6:59,14:10,,,,,,
1208,1/7/2017,6:49,17:09,,,,,,
1209,1/5/2017,7:22,14:37,,,,,,
1209,1/7/2017,7:20,17:37,,,,,,
1211,1/5/2017,7:25,14:09,,,,,,
1211,1/7/2017,6:49,17:07,,,,,,
1212,1/5/2017,7:23,14:36,,,,,,
1212,1/7/2017,7:20,17:36,,,,,,
1214,1/7/2017,7:17,17:38,,,,,,
1217,1/5/2017,6:58,14:06,,,,,,
1217,1/7/2017,6:49,,,,,,,
1218,1/5/2017,6:59,14:08,,,,,,
1218,1/7/2017,6:50,17:05,,,,,,
1219,1/5/2017,6:58,14:13,,,,,,
1219,1/7/2017,6:50,17:11,,,,,,
1220,1/5/2017,7:24,14:35,,,,,,
1220,1/7/2017,7:17,17:34,,,,,,
1221,1/5/2017,6:58,14:05,,,,,,
1221,1/7/2017,6:49,17:04,,,,,,
1222,1/5/2017,6:57,14:11,,,,,,
1222,1/7/2017,6:48,17:09,,,,,,
1223,1/5/2017,6:48,14:12,,,,,,
1223,1/7/2017,6:45,17:10,,,,,,
1224,1/5/2017,7:25,14:41,,,,,,
1224,1/7/2017,7:17,17:42,,,,,,
1225,1/5/2017,6:57,14:12,,,,,,
1225,1/7/2017,7:17,17:10,,,,,,
1226,1/5/2017,6:58,14:12,,,,,,
1226,1/7/2017,6:49,17:11,,,,,,
1227,1/5/2017,7:24,14:41,,,,,,
1227,1/7/2017,7:18,17:42,,,,,,
1228,1/5/2017,7:24,14:35,,,,,,
1228,1/7/2017,7:17,17:35,,,,,,
1229,1/5/2017,6:57,14:08,,,,,,
1229,1/7/2017,6:48,17:06,,,,,,
1230,1/5/2017,6:57,14:07,,,,,,
1230,1/7/2017,6:49,17:05,,,,,,
1231,1/5/2017,7:22,14:06,,,,,,
1231,1/7/2017,6:48,17:04,,,,,,
1232,1/5/2017,7:22,14:06,,,,,,
1232,1/7/2017,6:48,17:04,,,,,,
1233,1/5/2017,6:57,14:07,,,,,,
1233,1/7/2017,6:48,17:06,,,,,,
1234,1/5/2017,6:58,14:06,,,,,,
1234,1/7/2017,6:48,17:04,,,,,,
1235,1/5/2017,7:21,14:07,,,,,,
1235,1/7/2017,6:49,17:05,,,,,,
1236,1/5/2017,6:57,14:06,,,,,,
1236,1/7/2017,7:17,17:06,,,,,,
1237,1/5/2017,7:22,14:40,,,,,,
1237,1/7/2017,7:21,17:39,,,,,,
1238,1/5/2017,7:21,14:40,,,,,,
1238,1/7/2017,7:18,17:39,,,,,,
1239,1/5/2017,6:48,14:04,,,,,,
1239,1/7/2017,6:45,17:03,,,,,,
1240,1/5/2017,6:59,14:13,,,,,,
1240,1/7/2017,6:50,17:12,,,,,,
1241,1/5/2017,6:57,14:12,,,,,,
1241,1/7/2017,6:48,17:09,,,,,,
1244,1/5/2017,7:23,16:01,,,,,,
1244,1/7/2017,7:32,19:01,,,,,,
1245,1/5/2017,9:09,9:53,,,,,,
1245,1/7/2017,9:10,12:03,16:13,21:04,,,,
1247,1/5/2017,7:50,14:02,,,,,,
1247,1/7/2017,7:50,17:01,,,,,,
1248,1/5/2017,6:58,14:08,,,,,,
1248,1/7/2017,6:50,17:05,,,,,,
1249,1/5/2017,6:59,14:07,,,,,,
1249,1/7/2017,7:21,17:05,,,,,,
1250,1/5/2017,7:00,14:08,,,,,,
1250,1/7/2017,7:20,17:07,,,,,,
1251,1/5/2017,7:00,16:03,,,,,,
1251,1/7/2017,6:51,19:01,,,,,,
1252,1/5/2017,7:00,16:02,,,,,,
1252,1/7/2017,6:51,19:00,,,,,,
1253,1/5/2017,9:41,10:31,,,,,,
1253,1/7/2017,9:42,10:20,16:44,17:51,,,,
1255,1/5/2017,7:00,16:03,,,,,,
1255,1/7/2017,7:19,19:00,,,,,,
1256,1/5/2017,7:00,16:02,,,,,,
1256,1/7/2017,6:51,19:00,,,,,,
1257,1/5/2017,6:59,14:05,,,,,,
1257,1/7/2017,6:50,17:12,,,,,,
1258,1/5/2017,6:49,14:05,,,,,,
1258,1/7/2017,6:49,17:11,,,,,,
1259,1/5/2017,6:59,14:08,,,,,,
1259,1/7/2017,6:50,17:06,,,,,,
1260,1/5/2017,7:25,14:33,,,,,,
1260,1/7/2017,7:18,17:35,,,,,,
1267,1/5/2017,9:13,12:03,,,,,,
1267,1/7/2017,9:09,12:03,16:08,21:03,,,,
5002,1/5/2017,9:52,12:35,,,,,,
5002,1/7/2017,10:00,12:30,16:57,22:00,,,,
5004,1/4/2017,12:15,21:25,,,,,,
5004,1/5/2017,8:50,12:12,,,,,,
5004,1/7/2017,8:59,12:07,16:06,21:05,,,,
5008,1/5/2017,9:18,12:02,,,,,,
5008,1/7/2017,9:27,12:03,16:14,21:02,,,,
5017,1/7/2017,9:06,12:06,16:05,21:04,,,,
5038,1/5/2017,9:53,12:24,,,,,,
5038,1/7/2017,9:54,12:27,16:45,22:01,,,,
5046,1/5/2017,9:10,13:57,,,,,,
5046,1/7/2017,9:08,13:32,17:38,22:02,,,,
5050,1/5/2017,8:10,13:59,,,,,,
5050,1/7/2017,8:01,16:59,,,,,,
5056,1/5/2017,7:14,14:00,,,,,,
5056,1/7/2017,7:55,16:59,,,,,,
5059,1/5/2017,9:41,12:31,,,,,,
5059,1/7/2017,9:41,12:26,16:30,22:03,,,,
